6eaeb8,2024-11-29 20:41:07,TEST,,72
0c3cbe,2024-11-29 20:42:23,DOWN,chinela,
95ddd9,2024-11-29 20:43:09,DOWN,camisa,
1752f1,2024-11-29 20:43:31,DOWN,notebook,
4f59c9,2024-11-29 21:01:50,QUIT,,
2bd7a3,2024-11-29 21:03:34,OPEN,,
e4373c,2024-11-29 21:18:18,DOWN,motoca,
c84273,2024-11-29 22:23:56,TEST,,COMP
ed9f6a,2024-11-29 22:27:39,TEST,,COMP
ede9e8,2024-11-29 22:29:04,TEST,,COMP
e9edac,2024-11-29 23:00:05,QUIT,,
1996fd,2024-11-29 23:13:15,OPEN,,
7afd20,2024-11-29 23:13:21,TEST,,COMP
702392,2024-11-29 23:17:22,TEST,,COMP
95cf95,2024-11-29 23:20:35,TEST,,0
7ecdbb,2024-11-29 23:22:25,TEST,,0
6d5c2e,2024-11-29 23:23:19,DOWN,animal,
0af8e2,2024-11-29 23:25:00,TEST,,COMP
f6db2b,2024-11-29 23:28:30,TEST,,COMP
f86feb,2024-11-29 23:28:48,TEST,,COMP
dde927,2024-11-29 23:29:36,TEST,,0
8a7ee2,2024-11-29 23:31:08,TEST,,0
752507,2024-11-29 23:32:01,TEST,,0
783903,2024-11-29 23:32:15,TEST,,0
b5739a,2024-11-29 23:32:39,TEST,,0
f38cc3,2024-11-29 23:33:34,TEST,,0
d34341,2024-11-29 23:33:53,TEST,,0
ec2d35,2024-11-29 23:34:16,TEST,,0
5752dd,2024-11-29 23:34:26,TEST,,0
8daf27,2024-11-29 23:34:50,TEST,,13
68f127,2024-11-29 23:35:30,TEST,,13
8ee6f0,2024-11-29 23:39:26,TEST,,13
2b1928,2024-11-29 23:39:45,TEST,,33
330402,2024-11-29 23:40:21,TEST,,53
e08f97,2024-11-29 23:41:35,TEST,,80
808a99,2024-11-29 23:44:01,TEST,,93
1ad9ab,2024-11-29 23:46:07,TEST,,100
135f52,2024-11-29 23:46:46,TEST,,0
fc25d4,2024-11-29 23:57:07,TEST,,COMP
fb16e9,2024-11-30 00:00:06,TEST,,COMP
999733,2024-11-30 00:19:17,TEST,,72
244a09,2024-11-30 00:23:44,TEST,,72
1a6434,2024-11-30 00:24:41,TEST,,72
8676e3,2024-11-30 00:26:03,TEST,,81
431291,2024-11-30 00:26:23,TEST,,81
bc753a,2024-11-30 00:31:12,TEST,,72
f021b2,2024-11-30 00:31:51,TEST,,81
283191,2024-11-30 00:32:23,TEST,,81
f28a7e,2024-11-30 00:32:37,TEST,,90
c4188e,2024-11-30 00:33:24,TEST,,90
54b94c,2024-11-30 00:33:40,TEST,,72
9e4e76,2024-11-30 00:33:48,TEST,,72
f4030e,2024-11-30 00:34:16,OPEN,,
2c433c,2024-11-30 00:34:19,TEST,,72
7b55cc,2024-11-30 00:34:39,TEST,,90
c0eaeb,2024-11-30 00:36:19,TEST,,90
adb010,2024-11-30 00:37:45,TEST,,90
72be19,2024-11-30 00:38:45,TEST,,90
d1cbbd,2024-11-30 00:39:40,TEST,,COMP
4e0be5,2024-11-30 00:39:58,TEST,,90
b42412,2024-11-30 00:42:58,TEST,,90
f8eb0d,2024-11-30 00:46:55,TEST,,90
4075b5,2024-11-30 00:47:04,TEST,,90
3f6eab,2024-11-30 00:48:01,DOWN,tamagotchi,
570f3f,2024-11-30 02:13:47,TEST,,COMP
842777,2024-11-30 02:22:49,TEST,,COMP
30bc2c,2024-11-30 02:26:17,TEST,,COMP
13494b,2024-11-30 02:29:33,TEST,,COMP
a7a70a,2024-11-30 02:29:41,TEST,,COMP
012211,2024-11-30 02:31:02,TEST,,0
e93ebf,2024-11-30 02:33:37,TEST,,COMP
fcc0a9,2024-11-30 02:34:07,TEST,,COMP
5cb062,2024-11-30 02:34:33,TEST,,COMP
323129,2024-11-30 02:36:29,TEST,,COMP
f40b7e,2024-11-30 02:36:39,TEST,,COMP
9e9eaa,2024-11-30 02:37:09,TEST,,COMP
620084,2024-11-30 02:38:08,TEST,,0
3d0699,2024-11-30 02:46:05,TEST,,0
134f77,2024-11-30 02:46:19,FREE,,
5212f0,2024-11-30 02:46:53,OPEN,,
ffefe0,2024-11-30 02:47:04,TEST,,0
a0758a,2024-11-30 03:01:46,TEST,,0
c1581c,2024-11-30 03:02:27,TEST,,COMP
31aa4a,2024-11-30 03:05:37,TEST,,70
9fd05f,2024-11-30 03:06:21,TEST,,70
fcc7ba,2024-11-30 03:08:14,TEST,,70
56f524,2024-11-30 03:10:04,TEST,,80
1c9401,2024-11-30 03:10:19,TEST,,80
190683,2024-11-30 03:12:36,TEST,,80
a6eb83,2024-11-30 03:13:42,TEST,,90
e0889c,2024-11-30 03:14:42,TEST,,90
ceebe2,2024-11-30 03:16:45,TEST,,90
305e8f,2024-11-30 03:19:14,TEST,,90
0a2d29,2024-11-30 03:20:32,TEST,,80
c78db5,2024-11-30 03:20:46,TEST,,90
fbde94,2024-11-30 03:22:57,TEST,,100
6be721,2024-11-30 03:23:28,TEST,,100
071e5b,2024-11-30 03:25:18,TEST,,COMP
a79634,2024-11-30 03:26:02,TEST,,0
8a9ce8,2024-11-30 03:26:36,TEST,,0
5d448a,2024-11-30 03:26:46,TEST,,0
ceb28c,2024-11-30 03:27:38,TEST,,90
9c6aef,2024-12-04 11:22:02,OPEN,,
c76ff5,2024-12-04 11:22:18,QUIT,,
29ef98,2024-12-04 11:55:29,OPEN,,
870863,2024-12-04 11:55:36,QUIT,,
e0adc0,2024-12-04 11:56:13,OPEN,,
48bcd8,2024-12-04 11:56:21,DOWN,toalha,
9feca2,2024-12-04 11:57:38,TEST,animal,COMP
e9fa79,2024-12-04 13:31:39,OPEN,,
32df8b,2024-12-04 13:31:41,TEST,animal,COMP
98656d,2024-12-09 14:43:04,OPEN,,
8edb60,2024-12-09 14:43:07,TEST,animal,COMP
ff1332,2024-12-09 14:45:26,TEST,animal,COMP
a1b527,2024-12-09 14:46:09,TEST,animal,COMP
9bb24a,2024-12-09 14:46:36,TEST,animal,COMP
f3fde5,2024-12-09 14:46:55,TEST,animal,COMP
9f2391,2024-12-09 14:47:11,TEST,animal,COMP
ea64f1,2024-12-09 14:56:08,TEST,animal,100
80f1d9,2024-12-09 14:56:31,QUIT,,
e8f05d,2024-12-09 15:01:09,OPEN,,
518c8b,2024-12-09 15:01:15,TEST,carro,0
013cc4,2024-12-09 15:02:33,TEST,carro,100
a4bf54,2024-12-09 15:02:49,TEST,carro,100
a9f170,2024-12-09 15:02:52,QUIT,,
